Date,Hash Rate (TH/s)
7/30/14 0:00,162993.8733
8/2/14 0:00,157405.5119
8/5/14 0:00,122943.9502
8/8/14 0:00,157903.3291
8/11/14 0:00,178499.4155
8/14/14 0:00,166730.2233
8/17/14 0:00,161826.3932
8/20/14 0:00,187281.3463
8/23/14 0:00,186096.0214
8/26/14 0:00,196763.9462
8/29/14 0:00,196763.9462
9/1/14 0:00,204522.6957
9/4/14 0:00,227701.9345
9/7/14 0:00,223611.4806
9/10/14 0:00,212703.6035
9/13/14 0:00,241336.7809
9/16/14 0:00,250600.6489
9/19/14 0:00,240220.7404
9/22/14 0:00,232806.52
9/25/14 0:00,241703.5845
9/28/14 0:00,239501.0072
10/1/14 0:00,249839.1801
10/4/14 0:00,246393.1225
10/7/14 0:00,260177.3531
10/10/14 0:00,276657.2683
10/13/14 0:00,266217.3713
10/16/14 0:00,260997.4229
10/19/14 0:00,233157.6978
10/22/14 0:00,297537.0621
10/25/14 0:00,271906.0938
10/28/14 0:00,268328.3821
10/31/14 0:00,336304.9055
11/3/14 0:00,277272.6615
11/6/14 0:00,285462.7945
11/9/14 0:00,273650.541
11/12/14 0:00,265775.7052
11/15/14 0:00,295306.3392
11/18/14 0:00,295306.3392
11/21/14 0:00,248412.3463
11/24/14 0:00,310515.4329
11/27/14 0:00,262435.624
11/30/14 0:00,312518.7583
12/3/14 0:00,242402.3702
12/6/14 0:00,288373.4095
12/9/14 0:00,276440.7167
12/12/14 0:00,282407.0631
12/15/14 0:00,304283.6666
12/18/14 0:00,272641.7557
12/21/14 0:00,284410.4645
12/24/14 0:00,296179.1734
12/27/14 0:00,313832.2367
12/30/14 0:00,286371.916
1/2/15 0:00,323243.6531
1/5/15 0:00,339405.8358
1/8/15 0:00,272736.8323
1/11/15 0:00,296980.1063
1/14/15 0:00,330062.3197
1/17/15 0:00,299460.5152
1/20/15 0:00,262301.1812
1/23/15 0:00,271044.5539
1/26/15 0:00,277602.0835
1/29/15 0:00,348786.5672
2/1/15 0:00,348786.5672
2/4/15 0:00,330321.396
2/7/15 0:00,352889.9386
2/10/15 0:00,331483.6071
2/13/15 0:00,309384.7
2/16/15 0:00,349162.7328
2/19/15 0:00,362422.0771
2/22/15 0:00,333693.4978
2/25/15 0:00,362028.0977
2/28/15 0:00,313293.5461
3/3/15 0:00,357386.7119
3/6/15 0:00,366669.4836
3/9/15 0:00,311208.0239
3/12/15 0:00,313565.6604
3/15/15 0:00,346572.572
3/18/15 0:00,332426.7528
3/21/15 0:00,337142.0259
3/24/15 0:00,387831.1122
3/27/15 0:00,399442.8222
3/30/15 0:00,329772.5625
4/2/15 0:00,341384.2724
4/5/15 0:00,371157.0054
4/8/15 0:00,292501.2162
4/11/15 0:00,336745.0976
4/14/15 0:00,388362.9593
4/17/15 0:00,329371.1174
4/20/15 0:00,408026.9066
4/23/15 0:00,326609.2919
4/26/15 0:00,352643.3659
4/29/15 0:00,305308.6859
5/2/15 0:00,347909.8979
5/5/15 0:00,364728.3889
5/8/15 0:00,350518.1919
5/11/15 0:00,352886.5581
5/14/15 0:00,331571.2626
5/17/15 0:00,419738.3697
5/20/15 0:00,344525.1358
5/23/15 0:00,291148.0021
5/26/15 0:00,327541.5024
5/29/15 0:00,380918.6361
6/1/15 0:00,332393.9691
6/4/15 0:00,335928.1799
6/7/15 0:00,395070.4651
6/10/15 0:00,373779.2424
6/13/15 0:00,373779.2424
6/16/15 0:00,303837.2967
6/19/15 0:00,397705.7298
6/22/15 0:00,365592.8448
6/25/15 0:00,395235.5079
6/28/15 0:00,363122.6229
7/1/15 0:00,356089.185
7/4/15 0:00,380647.0598
7/7/15 0:00,363456.5474
7/10/15 0:00,383102.8473
7/13/15 0:00,368157.8914
7/16/15 0:00,345306.7119
7/19/15 0:00,363079.8515
7/22/15 0:00,373235.9313
7/25/15 0:00,397611.6003
7/28/15 0:00,369025.1454
7/31/15 0:00,361228.8395
8/3/15 0:00,382018.9886
8/6/15 0:00,363827.6082
8/9/15 0:00,353662.6557
8/12/15 0:00,322225.9752
8/15/15 0:00,351042.9323
8/18/15 0:00,379859.8895
8/21/15 0:00,403437.3998
8/24/15 0:00,423446.5405
8/27/15 0:00,401869.6467
8/30/15 0:00,388384.0881
9/2/15 0:00,415355.2053
9/5/15 0:00,427538.3894
9/8/15 0:00,393561.8286
9/11/15 0:00,489828.7508
9/14/15 0:00,450189.4299
9/17/15 0:00,399224.5888
9/20/15 0:00,353949.157
9/23/15 0:00,442436.4463
9/26/15 0:00,448335.5989
9/29/15 0:00,510276.7014
10/2/15 0:00,377880.2205
10/5/15 0:00,447410.1811
10/8/15 0:00,414156.7217
10/11/15 0:00,453456.2646
10/14/15 0:00,459502.3481
10/17/15 0:00,396478.2309
10/20/15 0:00,384372.0253
10/23/15 0:00,466088.9126
10/26/15 0:00,460035.8099
10/29/15 0:00,458010.0135
11/1/15 0:00,492051.2982
11/4/15 0:00,479672.6492
11/7/15 0:00,504429.9473
11/10/15 0:00,442536.7022
11/13/15 0:00,546646.8648
11/16/15 0:00,576106.8755
11/19/15 0:00,458266.8327
11/22/15 0:00,569560.2064
11/25/15 0:00,556720.6312
11/28/15 0:00,527800.079
12/1/15 0:00,694093.2545
12/4/15 0:00,527800.079
12/7/15 0:00,593762.3031
12/10/15 0:00,770711.3338
12/13/15 0:00,585897.9018
12/16/15 0:00,660609.7147
12/19/15 0:00,720030.5864
12/22/15 0:00,654995.5657
12/25/15 0:00,622478.0553
12/28/15 0:00,747902.7381
12/31/15 0:00,743604.4442
1/3/16 0:00,769424.0429
1/6/16 0:00,702293.0862
1/9/16 0:00,821063.2404
1/12/16 0:00,908849.8762
1/15/16 0:00,693089.3552
1/18/16 0:00,986102.7412
1/21/16 0:00,755072.9561
1/24/16 0:00,935388.8859
1/27/16 0:00,918901.0182
1/30/16 0:00,1056139.482
2/2/16 0:00,978569.9154
2/5/16 0:00,1074040.151
2/8/16 0:00,1153414.864
2/11/16 0:00,1375500.956
2/14/16 0:00,1289532.147
2/17/16 0:00,1002969.447
2/20/16 0:00,1284099.851
2/23/16 0:00,1097173.923
2/26/16 0:00,1219082.137
2/29/16 0:00,1097173.923
3/3/16 0:00,1080919.495
3/6/16 0:00,1094688.803
3/9/16 0:00,1299450.738
3/12/16 0:00,1141941.557
3/15/16 0:00,1197069.77
3/18/16 0:00,1135311.137
3/21/16 0:00,1036588.429
3/24/16 0:00,1242260.737
3/27/16 0:00,1258714.521
3/30/16 0:00,1308075.875
4/2/16 0:00,1244135.057
4/5/16 0:00,1235840.823
4/8/16 0:00,1169486.954
4/11/16 0:00,1252429.291
4/14/16 0:00,1465554.23
4/17/16 0:00,1358968.468
4/20/16 0:00,1465554.23
4/23/16 0:00,1279029.147
4/26/16 0:00,1341204.175
4/29/16 0:00,1403229.58
5/2/16 0:00,1394348.38
5/5/16 0:00,1385467.181
5/8/16 0:00,1447635.58
5/11/16 0:00,1284309.113
5/14/16 0:00,1390530.167
5/17/16 0:00,1361560.789
5/20/16 0:00,1438812.464
5/23/16 0:00,1747819.168
5/26/16 0:00,1357376.357
5/29/16 0:00,1456454.923
6/1/16 0:00,1426731.353
6/4/16 0:00,1179034.937
6/7/16 0:00,1406915.64
6/10/16 0:00,1403462.34
6/13/16 0:00,1569148.866
6/16/16 0:00,1452193.671
6/19/16 0:00,1725089.126
6/22/16 0:00,1343144.516
6/25/16 0:00,1728387.516
6/28/16 0:00,1551383.975
7/1/16 0:00,1634679.759
7/4/16 0:00,1601825.836
7/7/16 0:00,1463920.3
7/10/16 0:00,1654866.426
7/13/16 0:00,1379055.355
7/16/16 0:00,1665474.544
7/19/16 0:00,1358434.534
7/22/16 0:00,1369047.303
7/25/16 0:00,1400885.613
7/28/16 0:00,1453949.462
7/31/16 0:00,1634366.548
8/3/16 0:00,1686075.879
8/6/16 0:00,1676039.713
8/9/16 0:00,1254520.743
8/12/16 0:00,1495388.726
8/15/16 0:00,1577645.903
8/18/16 0:00,1664092.254
8/21/16 0:00,1761344.399
8/24/16 0:00,1653286.46
8/27/16 0:00,1556034.316
8/30/16 0:00,1810682.895
9/2/16 0:00,1678996.866
9/5/16 0:00,1536337.002
9/8/16 0:00,1580232.344
9/11/16 0:00,1799709.059
9/14/16 0:00,1751289.223
9/17/16 0:00,1829872.714
9/20/16 0:00,1717610.584
9/23/16 0:00,1526764.964
9/26/16 0:00,1834694.782
9/29/16 0:00,1714780.091
10/2/16 0:00,1690797.152
10/5/16 0:00,2002575.351
10/8/16 0:00,2171858.804
10/11/16 0:00,1786321.738
10/14/16 0:00,1747768.032
10/17/16 0:00,1606404.441
10/20/16 0:00,1722065.561
10/23/16 0:00,1815470.125
10/26/16 0:00,1752432.968
10/29/16 0:00,1878507.282
11/1/16 0:00,1815470.125
11/4/16 0:00,1462462.045
11/7/16 0:00,1847956.772
11/10/16 0:00,2126416.012
11/13/16 0:00,1809985.057
11/16/16 0:00,2177044.964
11/19/16 0:00,1989192.74
11/22/16 0:00,1877125.543
11/25/16 0:00,2129276.735
11/28/16 0:00,2297377.53
12/1/16 0:00,2045226.338
12/4/16 0:00,2109770.131
12/7/16 0:00,2494660.628
12/10/16 0:00,1881686.874
12/13/16 0:00,2537426.239
12/16/16 0:00,2050571.629
12/19/16 0:00,2343510.433
12/22/16 0:00,2451435.255
12/25/16 0:00,2574777.91
12/28/16 0:00,2589949.671
12/31/16 0:00,2337271.654
1/3/17 0:00,2589949.671
1/6/17 0:00,2542572.542
1/9/17 0:00,2147763.141
1/12/17 0:00,2897297.864
1/15/17 0:00,2796813.545
1/18/17 0:00,2528855.361
1/21/17 0:00,3031276.956
1/24/17 0:00,2910612.149
1/27/17 0:00,3320832.653
1/30/17 0:00,2852009.22
2/2/17 0:00,3066886.627
2/5/17 0:00,3336807.821
2/8/17 0:00,3063987.056
2/11/17 0:00,2917083.567
2/14/17 0:00,3546669.948
2/17/17 0:00,3168918.119
2/20/17 0:00,3242870.593
2/23/17 0:00,3286693.168
2/26/17 0:00,3900209.227
3/1/17 0:00,3155225.442
3/4/17 0:00,3069265.85
3/7/17 0:00,3504460.261
3/10/17 0:00,3573175.168
3/13/17 0:00,3321220.509
3/16/17 0:00,3504460.261
3/19/17 0:00,3925474.045
3/22/17 0:00,3807236.875
3/25/17 0:00,3145108.723
3/28/17 0:00,3665352.271
3/31/17 0:00,3352999.966
4/3/17 0:00,4371318.475
4/6/17 0:00,3651044.408
4/9/17 0:00,3949088.849
4/12/17 0:00,3526859.224
4/15/17 0:00,3909321.047
4/18/17 0:00,3779873.33
4/21/17 0:00,4323553.741
4/24/17 0:00,3210303.377
4/27/17 0:00,3814281.634
4/30/17 0:00,3918071.61
5/3/17 0:00,3425069.222
5/6/17 0:00,4359179.01
5/9/17 0:00,4021861.587
5/12/17 0:00,4286790.827
5/15/17 0:00,4732171.692
5/18/17 0:00,3952755.178
5/21/17 0:00,4091936.698
5/24/17 0:00,4562009.633
5/27/17 0:00,4976737.782
5/30/17 0:00,5302595.613
6/2/17 0:00,4325022.12
6/5/17 0:00,5533581.086
6/8/17 0:00,5567322.434
6/11/17 0:00,4926236.821
6/14/17 0:00,4723788.732
6/17/17 0:00,5129905.644
6/20/17 0:00,4882255.027
6/23/17 0:00,5660585.539
6/26/17 0:00,5023769.665
6/29/17 0:00,4245439.154
7/2/17 0:00,6622798.791
7/5/17 0:00,5248920.318
7/8/17 0:00,5812562.768
7/11/17 0:00,6094383.994
7/14/17 0:00,5559049.844
7/17/17 0:00,5918988.323
7/20/17 0:00,6478892.624
7/23/17 0:00,6878824.267
7/26/17 0:00,5878995.159
7/29/17 0:00,6713613.086
8/1/17 0:00,6371518.151
8/4/17 0:00,7654374.155
8/7/17 0:00,6542565.619
8/10/17 0:00,6149818.078
8/13/17 0:00,6792336.385
8/16/17 0:00,5966241.419
8/19/17 0:00,6930018.879
8/22/17 0:00,4084580.664
8/25/17 0:00,4459277.508
8/28/17 0:00,5695512.856
8/31/17 0:00,7196655.78
9/3/17 0:00,6799294.418
9/6/17 0:00,7430760.766
9/9/17 0:00,7751843.021
9/12/17 0:00,8623352
9/15/17 0:00,8256400.851
9/18/17 0:00,6965995.452
9/21/17 0:00,9653662.988
9/24/17 0:00,7953301.894
9/27/17 0:00,8063002.609
9/30/17 0:00,7569349.388
10/3/17 0:00,10223761.09
10/6/17 0:00,8882939.962
10/9/17 0:00,8994675.056
10/12/17 0:00,8547734.68
10/15/17 0:00,11601113.07
10/18/17 0:00,8983426.015
10/21/17 0:00,9102411.79
10/24/17 0:00,9935312.215
10/27/17 0:00,7510989.944
10/30/17 0:00,10616495.4
11/2/17 0:00,10833158.57
11/5/17 0:00,10183169.06
11/8/17 0:00,10399832.23
11/11/17 0:00,5426063.163
11/14/17 0:00,8681701.061
11/17/17 0:00,11326906.85
11/20/17 0:00,11869513.17
11/23/17 0:00,10648648.96
11/26/17 0:00,10244850.06
11/29/17 0:00,11584046.14
12/2/17 0:00,10780528.49
12/5/17 0:00,11918845.17
12/8/17 0:00,12337090.77
12/11/17 0:00,13523349.5
12/14/17 0:00,14630524.31
12/17/17 0:00,14630524.31
12/20/17 0:00,12663310.64
12/23/17 0:00,12942648.37
12/26/17 0:00,13221986.11
12/29/17 0:00,15363575.41
1/1/18 0:00,14975580.96
1/4/18 0:00,16127548.73
1/7/18 0:00,15551564.84
1/10/18 0:00,15935554.1
1/13/18 0:00,16501289.11
1/16/18 0:00,17608758.18
1/19/18 0:00,18273239.62
1/22/18 0:00,18494733.44
1/25/18 0:00,20445148.56
1/28/18 0:00,20445148.56
1/31/18 0:00,15139761.91
2/3/18 0:00,20445148.56
2/6/18 0:00,24293141.32
2/9/18 0:00,19291612.22
2/12/18 0:00,23721537.99
2/15/18 0:00,18720008.9
2/18/18 0:00,23149934.67
2/21/18 0:00,25265138.83
2/24/18 0:00,21677190.12
2/27/18 0:00,23919658.06
3/2/18 0:00,23321666.61
3/5/18 0:00,24372959.73
3/8/18 0:00,26499459.57
3/11/18 0:00,25027267.37
3/14/18 0:00,23555075.18
3/17/18 0:00,24372959.73
3/20/18 0:00,21859737.32
3/23/18 0:00,22892480.81
3/26/18 0:00,25818587.38
3/29/18 0:00,26162835.21
4/1/18 0:00,28274794.22
4/4/18 0:00,25656757.72
4/7/18 0:00,31416438.02
4/10/18 0:00,28623865.75
4/13/18 0:00,28798401.52
4/16/18 0:00,26910340.43
4/19/18 0:00,33971919.13
4/22/18 0:00,30536556.52
4/25/18 0:00,23474977.82
4/28/18 0:00,25592018.83
5/1/18 0:00,31590148.24
5/4/18 0:00,27591395.3
5/7/18 0:00,29990647.07
5/10/18 0:00,30790397.65
5/13/18 0:00,30487010.81
5/16/18 0:00,36872803.62
5/19/18 0:00,31722970.71
5/22/18 0:00,31104990.76
5/25/18 0:00,37681533.93
5/28/18 0:00,33399541.44
5/31/18 0:00,36396936.18
6/3/18 0:00,34898238.81
6/6/18 0:00,36103754.49
6/9/18 0:00,35121339.4
6/12/18 0:00,35612546.94
6/15/18 0:00,37577377.12
6/18/18 0:00,40279018.61
6/21/18 0:00,42908653.83
6/24/18 0:00,43161057.68
6/27/18 0:00,30540865.37
6/30/18 0:00,35588942.3
7/3/18 0:00,30929068.69
7/6/18 0:00,42660784.4
7/9/18 0:00,36261666.74
7/12/18 0:00,37594816.26
7/15/18 0:00,35461777.04
8/4/18 0:00,52051671.92
8/7/18 0:00,44657968.52
8/10/18 0:00,52051671.92
8/13/18 0:00,47642199.75
8/16/18 0:00,50183117.07
8/19/18 0:00,46054126.43
8/22/18 0:00,50818346.4
8/25/18 0:00,45145645.91
8/28/18 0:00,51165065.37
8/31/18 0:00,51833889.75
9/3/18 0:00,48155355.64
9/6/18 0:00,50161828.79
9/9/18 0:00,56874984.68
9/12/18 0:00,58619616.11
9/15/18 0:00,48849680.09
9/18/18 0:00,49547532.66
9/21/18 0:00,51200543.88
9/24/18 0:00,52622781.21
9/27/18 0:00,50844984.55
9/30/18 0:00,57956171.2
10/3/18 0:00,51556103.21
10/6/18 0:00,46323562.7
10/9/18 0:00,48176505.21
10/12/18 0:00,48917682.21
10/15/18 0:00,60035337.26
10/18/18 0:00,50951835.55
10/21/18 0:00,49274490.48
10/24/18 0:00,40347952.35
10/27/18 0:00,48560367.43
10/30/18 0:00,54987474.89
11/2/18 0:00,51070835.08
11/5/18 0:00,51070835.08
11/8/18 0:00,43213783.53
11/11/18 0:00,52142251.2
11/14/18 0:00,48213725.42
11/17/18 0:00,47956936.5
11/20/18 0:00,43657349.09
11/23/18 0:00,41342186.64
11/26/18 0:00,36711861.73
11/29/18 0:00,34727436.77
12/2/18 0:00,37704074.21
12/5/18 0:00,36488953.53
12/8/18 0:00,35646900.75
12/11/18 0:00,35085532.24
12/14/18 0:00,40979901.65
12/17/18 0:00,44909481.26
12/20/18 0:00,34268624.16
12/23/18 0:00,44676132.24
12/26/18 0:00,39853140.69
12/29/18 0:00,35030149.14
1/1/19 0:00,41615985.27
1/4/19 0:00,41615985.27
1/7/19 0:00,39381569.96
1/10/19 0:00,43571098.68
1/13/19 0:00,38264362.3
1/16/19 0:00,38901788.64
1/19/19 0:00,38901788.64
1/22/19 0:00,38024304.68
1/25/19 0:00,40364261.89
1/28/19 0:00,42070546.82
1/31/19 0:00,44802503.96
2/3/19 0:00,39888680.94
2/6/19 0:00,47403939.67
2/9/19 0:00,43357261.9
2/12/19 0:00,38568926.14
2/15/19 0:00,38267606.4
2/18/19 0:00,46704559
2/21/19 0:00,35857048.52
2/24/19 0:00,41298258.3
2/27/19 0:00,42558467.71
3/2/19 0:00,39841969.77
3/5/19 0:00,44973132.54
3/8/19 0:00,44067633.23
3/11/19 0:00,42839445.35
3/14/19 0:00,46761366.41
3/17/19 0:00,44046190.29
3/20/19 0:00,48571483.82
3/23/19 0:00,43744504.06
3/26/19 0:00,42493410.75
3/29/19 0:00,46615905.83
4/1/19 0:00,43127640.77
4/4/19 0:00,44396100.79
4/7/19 0:00,44809649.52
4/10/19 0:00,47034242.04
4/13/19 0:00,42902855.92
4/16/19 0:00,46080845.25
4/19/19 0:00,48305437.78
4/22/19 0:00,42318655.54
4/25/19 0:00,45160953.3
4/28/19 0:00,51477170.55
5/1/19 0:00,54003657.44
5/4/19 0:00,43006075.36
5/7/19 0:00,42312167.35
5/10/19 0:00,41645834.01
5/13/19 0:00,55638834.23
5/16/19 0:00,48642334.12
5/19/19 0:00,54326123.03
5/22/19 0:00,55659279.42
5/25/19 0:00,46660473.76
5/28/19 0:00,54659412.12
5/31/19 0:00,43386260.58
6/3/19 0:00,44127906.06
6/6/19 0:00,58219170.18
6/9/19 0:00,54510942.78
6/12/19 0:00,48577778.94
6/15/19 0:00,53775192.23
6/18/19 0:00,60036687.22
6/21/19 0:00,48986990.18
6/24/19 0:00,65193212.5
6/27/19 0:00,55539973.18
6/30/19 0:00,59954383.5
7/3/19 0:00,67843118.18
7/6/19 0:00,70209738.58
7/9/19 0:00,65740170.46
7/12/19 0:00,73895419.95
7/15/19 0:00,65784947.03
7/18/19 0:00,54520401.3
7/21/19 0:00,67136692.51
7/24/19 0:00,62282811.35
7/27/19 0:00,68107822.48
7/30/19 0:00,63627044.68
8/2/19 0:00,75725144.73
8/5/19 0:00,70305379.01
8/8/19 0:00,70485156.54
8/11/19 0:00,75945274.3
8/14/19 0:00,75448899.96
8/17/19 0:00,63535915.75
8/20/19 0:00,77452265.23
8/23/19 0:00,77452265.23
8/26/19 0:00,69352681.94
8/29/19 0:00,83526952.7
9/1/19 0:00,75959123.82
9/4/19 0:00,72825124.77
9/7/19 0:00,80321828.79
9/10/19 0:00,97457152.27
9/13/19 0:00,81711974.36
9/16/19 0:00,96346803.08
9/19/19 0:00,87480532.86
9/22/19 0:00,98120057.12
9/25/19 0:00,92209210.31
9/28/19 0:00,100852756
10/1/19 0:00,90704051.01
10/4/19 0:00,93241227.26
10/7/19 0:00,98315579.77
10/10/19 0:00,103681264.3
10/13/19 0:00,91822275.67
10/16/19 0:00,92468911.41
10/19/19 0:00,91822275.67
10/22/19 0:00,109281440.8
10/25/19 0:00,93923788.68
10/28/19 0:00,91201360.02
10/31/19 0:00,89840145.69
11/3/19 0:00,93923788.68
11/6/19 0:00,89840145.69
11/9/19 0:00,91053344.38
11/12/19 0:00,85362510.36
11/15/19 0:00,99905752.86
11/18/19 0:00,88524084.81
11/21/19 0:00,87143254.96
11/24/19 0:00,84482300.6
11/27/19 0:00,89641525.06
11/30/19 0:00,81257785.31
12/3/19 0:00,101894683.2
12/6/19 0:00,92816137.38
12/9/19 0:00,94736471.25
12/12/19 0:00,85134801.87
12/15/19 0:00,79373800.24
12/18/19 0:00,85774913.16
12/21/19 0:00,113287340.4
12/24/19 0:00,80459758.78
12/27/19 0:00,93333320.19
12/30/19 0:00,106850559.7
1/2/20 0:00,96717718.31
1/5/20 0:00,111808426.1
1/8/20 0:00,97403659.58
1/11/20 0:00,111808426.1
1/14/20 0:00,99607271.22
1/17/20 0:00,116791417.1
1/20/20 0:00,111649656.6
1/23/20 0:00,116791417.1
1/26/20 0:00,105038821.7
1/29/20 0:00,123011831.7
2/1/20 0:00,116092416.2
2/4/20 0:00,101484761.2
2/7/20 0:00,106866528.8
2/10/20 0:00,93796521.68
2/13/20 0:00,108969442.3
2/16/20 0:00,109742275.2
2/19/20 0:00,108969442.3
2/22/20 0:00,114379272.7
2/25/20 0:00,111020255.7
2/28/20 0:00,121637665.6
3/2/20 0:00,114708937.8
3/5/20 0:00,125486958.8
3/8/20 0:00,121637665.6
3/11/20 0:00,97919187.32